id,altura,fnac,fortuna,nacionalidad,nombre,peso
1468,0,"November 17, 1968",12000000000.0,Chinese,Robin Li,0
1469,0,1939,11900000000.0,United States,"Thomas F. Frist, Jr.",0
1470,0,"May 20, 1964",11500000000.0,Czech,Petr Kellner,0
1471,0,"June 29, 1949",11400000000.0,American,0,0
1472,0,"April 20, 1935",11400000000.0,German,0,0
1473,0,0,11400000000.0,China,Lei Jun,0
1474,0,"August 13, 1992",33000000.0,Brazilian,Lucas Rodrigues Moura da Silva,81.0
1475,1.92,"June 23, 1976 ",33000000.0,France,Patrick Vieira,0
1476,0,"March 9, 1975",32600000.0,Dutch,Rudolphus Antonius Makaay,81.0
1477,0,"January 21, 1989",32000000.0,Armenian,Henrikh Mkhitaryan,74.0
1478,0,"June 12, 1979",31200000.0,Argentine,Diego Alberto Milito,78.0
1479,1.75,"April 16, 1960",30000000.0,Spanish,Rafael Benitez Maudes,0
1480,0,"March 17, 1983",30000000.0,Portuguese,Raul Jose Trindade Meireles,0
1481,1.96,"April 19, 1987",30000000.0,British,Charles Joseph John Hart,0
1482,0,"May 6, 1983",30000000.0,Brazilian,Daniel Alves da Silva,64.0
1483,1.8," July 12, 1991",30000000.0,Colombian,James David Rodríguez Rubio,77.0
1484,0,"March 2, 1979",30000000.0,Irish,Damien Anthony Duff,0
1485,1.83,"May 2, 1981",30000000.0,Portuguese,Tiago Cardoso Mendes,75.0
1486,1.87," November 7, 1973",30000000.0,Argentinian,Martín Palermo,83.0
1487,1.75,"January 22, 1977",28000000.0,Japanese,Hidetoshi Nakata,72.0
1488,0,"August 1, 1988",27000000.0,Serbian,Nemanja Matic,83.0
1489,1.7,"November 16, 1974",27000000.0,United Kingdom,Paul Scholes,0
1490,1.74,"August 27, 1977",25000000.0,Portugal,Anderson Luís de Souza,0
1491,1.91," February 26, 1984",25000000.0,Togolese,Sheyi Emmanuel Adebayor,75.0
1492,1.75,"July 13, 1979",25000000.0,Welsh,Craig Douglas Bellamy,0
1493,1.88,"September 26, 1976 ",25000000.0,Germany,Michael Ballack,0
1494,1.83,"July 24, 1983 ",25000000.0,Italian,"Daniele De Rossi,",83.0
1495,0,"April 10, 1986",24100000.0,Argentine,Fernando Ruben Gago,74.0
1496,1.83," April 25, 1963",24000000.0,United Kingdom (Scottish),David William Moyes,0
1497,0,"April 11, 1991",23900000.0,Spanish,Thiago Alcântara do Nascimiento,71.0
1498,1.93,"March 17, 1986",23000000.0,Bosnia and Herzegovina ,Edin Dzeko,80.0
1499,0,1941,2600000000.0,Turkey,Suna Kirac,0
1500,0,1962,2600000000.0,American,Anita Goldberg Zucker,0
1501,0,"March 15, 1952",2500000000.0,British,Philip & Cristina Green,0
1502,0,1950,2500000000.0,American,Marie Denise DeBartolo York,0
1503,0,1956,2500000000.0,Filipino,Iñigo and Mercedes Zobel,0
1504,0,"September 12, 1954",2500000000.0,Spanish,Alicia Koplowitz y Romero de Juseu,0
1505,0,0,2400000000.0,Brazil,Edson de Godoy Bueno,0
1506,0,0,2400000000.0,German,Alexandra Stump,0
1507,0,0,2400000000.0,American,Doris Feigenbaum Fisher,0
1508,0,1932,2400000000.0,American,Johnelle Hunt,0
1509,0,"August 1, 1954",2300000000.0,United States,Darla Dee Moore,0
1510,0,1943,2200000000.0,Brazil,Maria de Lourdes Egydio Villela,0
1511,0,1936,2200000000.0,Switzerland,Esther Grether,0
1512,0,0,2100000000.0,Germany,0,0
1513,0,1944,2000000000.0,American,Lynda Rae Resnick,0
1514,0,1931,2000000000.0,Morocco,Othman Benjelloun,0
1515,0,0,1900000000.0,Hong Kong,Chu Lam Yiu,0
1516,0,"July 13, 1927",1900000000.0,United States,Phoebe Millicent Hearst,0
1517,0,1962,1900000000.0,United States,Jean Pritzker,0
1518,0,1953,1850000000.0,United States,Linda Pritzker,0
1519,0,1959,1850000000.0,United States,Penny Sue Pritzker ,0
1520,0,"February 3, 1961",1800000000.0,Canada,James Laurence Balsillie,0
1521,0,0,1700000000.0,China,0,0
1522,0,1950,1700000000.0,Turkey,Deniz Sahenk ,0
1523,0,19 August 1939,1690000000.0,American,Marilyn Carlson Nelson,0
